sitename,TA_F,TA_F_DAY,TA_F_NIGHT,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,GPP_NT_VUT_REF,wscal,fpar
AU-ASM,31.432,34.013000000000005,28.112,259.188,401.542,38.058,94.101,1,3.047,0.640726,0.1441016048192978,0.1597719591844361
AU-ASM,31.651,35.199,27.09,306.896,393.354,38.56800000000001,94.19,0,2.714,0.619596,0.13901427388191226,0.16041835312013306
AU-ASM,33.545,36.578,29.646,267.646,409.542,44.612,93.95,0,2.394,0.701431,0.13422808051109314,0.16095652544996614
AU-ASM,33.576,36.449,29.881,263.813,417.3130000000001,43.115,93.443,0,1.893,0.705873,0.12976999580860138,0.16134663906653518
AU-ASM,30.389,32.775,27.321,227.188,418.292,29.378,93.668,17,1.907,0.51663,0.2049395442008972,0.16154885686234766
AU-ASM,31.136,34.679,26.58,321.563,402.021,32.96,94.231,0.2,2.767,0.386166,0.1976891458034515,0.16158242107874682
AU-ASM,32.806999999999995,35.615,29.196,370.375,390.333,40.69300000000001,94.105,0,2.6660000000000004,0.690076,0.1899046897888184,0.16150891890947147
AU-ASM,33.984,36.969,30.146,287.4790000000001,407.292,45.221,93.803,0,2.051,0.759687,0.1825308054685593,0.1613520306757482
AU-ASM,34.808,37.63800000000001,31.17,335.7290000000001,405.5630000000001,46.972,93.36,0,2.08,0.7869729999999999,0.1755705177783966,0.1611354366988038
AU-ASM,34.265,36.408,31.51,360.708,395.458,47.261,93.473,0,2.185,0.92011,0.1690719872713089,0.16088281729984294
AU-ASM,34.975,37.641,31.546,334.271,418.271,46.902,93.381,0,2.2840000000000003,0.91696,0.1629166454076767,0.16061785280013588
AU-ASM,33.86,35.743,31.438,302.458,429.75,37.351,93.508,0,2.454,0.565434,0.15719732642173767,0.16036422352088947
AU-ASM,31.814,33.855,29.189,229.625,421.7,31.077,93.79,1.8,2.2,0.428261,0.16026751697063446,0.16014560978333034
AU-ASM,33.591,36.01,30.48,347.417,421.6880000000001,38.187,94.092,0.2,2.588,0.605694,0.15566347539424896,0.15980425687328742
AU-ASM,34.811,36.329,32.859,339.875,412.9380000000001,46.404,94.116,0,2.8160000000000003,0.719312,0.150389164686203,0.15919898868243873
AU-ASM,33.352,36.084,29.84,369.875,382.583,45.396,93.826,0,2.641,0.598924,0.14543019235134125,0.15837835344070902
AU-ASM,29.796,31.926,27.058000000000003,285.9170000000001,402.6880000000001,29.457,93.495,3.6,2.9130000000000003,0.280717,0.157655730843544,0.15739089937823825
AU-ASM,28.526,29.779,26.916,201,425.75,20.126,93.567,0,2.22,0.459598,0.15249009430408478,0.15628517472496695
AU-ASM,28.396,29.39,27.119,264.625,416.521,21.666,93.805,0.8,3.556,0.366683,0.15134625136852264,0.15510972771089565
AU-ASM,31.934,33.986,29.295,320.9170000000001,403.125,35.874,93.742,0,3.582,0.395915,0.1464213877916336,0.15391310656602472
AU-ASM,33.775,35.13,32.034,331.917,420.708,40.252,93.788,0.2,3.136,0.186832,0.1426616758108139,0.15274385952026
AU-ASM,33.824,36.091,30.91,274.146,417.167,41.543,93.8,0,3.276,0.233899,0.1381397545337677,0.15165053480379934
AU-ASM,33.354,36.126,29.79,374.771,377.625,45.905,93.873,0,3.605,0.311069,0.13385605812072754,0.1506816806465443
AU-ASM,34.305,37.564,30.114,374.6880000000001,378.417,49.875,93.806,0,2.986,0.204769,0.12974761426448822,0.14988584527849536
AU-ASM,33.212,35.833,29.843000000000004,364.042,382.208,45.301,93.866,0,3.679,0.341702,0.12590409815311432,0.14931157692965286
AU-ASM,30.541,31.507,29.299,348.7290000000001,378.75,36.502,94.096,0,4.532,0.447877,0.12236221134662628,0.14879812039725726
AU-ASM,29.344,30.82,27.447,377.167,351.75,35.709,94.12,0,3.761,0.367267,0.1190010830760002,0.14817290173874145
AU-ASM,27.727,29.799,25.062,384.208,337.1040000000001,33.261,94.191,0,3.43,0.299958,0.11581063270568848,0.14746674107458418
AU-ASM,27.456,29.57,24.739,375.979,343.458,31.47,94.376,0,3.071,0.269031,0.112761989235878,0.14671045852511055
AU-ASM,28.081,30.416,25.08,372.396,350.042,32.819,94.435,0,2.583,0.311811,0.10982516407966614,0.14593487421069326
AU-ASM,28.663,31.568,24.927,375.458,347.5630000000001,35.889,94.477,0,2.729,0.32245,0.1069829985499382,0.14517080825170514
AU-ASM,27.612,29.838,24.749,375.25,344.8130000000001,31.424,94.542,0,3.314,0.323536,0.10427336394786836,0.14444908076851892
AU-ASM,25.775,27.386,23.704,379.542,330.146,28.807,94.586,0,2.931,0.271133,0.10168801248073578,0.1438005118814574
AU-ASM,26.216,28.607,23.14,376.5630000000001,334.5630000000001,30.189,94.556,0,2.813,0.288749,0.0991806536912918,0.14325592171100315
AU-ASM,27.446,30.369,23.689,377.104,337.667,33.784,94.629,0,2.63,0.29885900000000004,0.09674163162708282,0.14284613037747165
AU-ASM,28.544,31.783,24.38,373.333,346.208,36.179,94.549,0,2.912,0.229945,0.09437359124422072,0.14260195800123562
AU-ASM,30.774,33.883,26.776,357.646,357.396,41.709,94.236,0,2.668,0.292154,0.09206114709377287,0.14255422470266785
AU-ASM,31.255,34.211,27.454,308.422,371.417,42.23,93.974,0,2.513,0.322095,0.08983997255563736,0.14269206717958685
AU-ASM,29.026,31.976,25.234,293.7290000000001,394.333,28.594,93.981,1.8,2.967,0.186367,0.0961468741297722,0.14296979978357466
AU-ASM,26.158,27.892,23.929,108.938,414.854,17.805,94.307,0.4,1.893,0.141493,0.0956164374947548,0.1433660091155593
AU-ASM,25.241,26.984,23,126.625,411.4380000000001,14.797,94.307,1.4,2.028,0.203812,0.09976812452077866,0.1438592817765341
AU-ASM,25.378,27.349,22.843000000000004,167.167,412.167,16.863,94.391,1.8,2.635,-0.32971100000000003,0.10554588586091997,0.1444282043674746
AU-ASM,27.09800000000001,28.35,25.489,168.229,418.354,21.361,94.362,0,2.833,0.22962,0.1026093289256096,0.14505136348935666
AU-ASM,29.935,31.817,27.516,307.6670000000001,400.604,32.13,94.238,0,2.66,0.133042,0.099783293902874,0.14570734574321098
AU-ASM,29.619,31.036,27.798,286.438,402.875,27.213,94.176,0,3.263,0.217169,0.09713048487901688,0.14637473772990298
AU-ASM,30.097,32.64,27.093000000000004,270.672,395.792,32.141,94.034,0,2.472,0.0560219,0.09460670500993729,0.14703212605046165
AU-ASM,31.29,33.328,28.882,269.057,402.917,35.469,93.988,0,2.387,0.23526100000000005,0.09222481399774551,0.14765809730586268
AU-ASM,32.291,34.566,29.601,324.1090000000001,399.792,40.497,93.917,0,2.321,0.27822600000000003,0.08997056633234024,0.14823123809708175
AU-ASM,31.937,33.448,30.151,299.438,396.625,35.508,93.756,0,2.884,0.213573,0.08788929134607315,0.14873013502509458
AU-ASM,30.461,31.888,28.775,352.583,372.917,34.641,94.067,0,3.47,0.106113,0.08598202466964723,0.14943936616340228
AU-ASM,30.841,32.565,28.803,354.25,372.5630000000001,35.455,94.19,0,3.81,0.0476224,0.08420566469430922,0.15056373292745584
AU-ASM,31.13,34.082,27.641,350.167,371.75,39.707,94.141,0,2.775,0.419614,0.0825415849685669,0.15196215693150145
AU-ASM,30.899,33.164,28.222,312.4170000000001,382.75,38.277,94.025,0,2.401,0.436709,0.0810350775718689,0.1534935597897476
AU-ASM,32.654,35.445,29.354,306.2920000000001,397.958,42.17100000000001,93.561,0,2.154,0.481103,0.0796186700463295,0.15501686311640284
AU-ASM,32.804,35.324,29.825,258.583,428.542,36.94300000000001,93.455,1.6,2.316,0.324738,0.08579839020967484,0.1563909885256756
AU-ASM,33.638000000000005,35.71,31.19,296.625,410.458,42.777,93.869,0.2,3.04,0.417129,0.08517272025346756,0.15747485763184846
AU-ASM,32.306,34.282,29.971,216.917,424.104,37.394,93.725,0.2,3.059,0.519246,0.08468476682901382,0.15812739204894022
AU-ASM,27.78,29.594,25.635,149.02100000000004,428.729,19.676,93.63,0.6,2.192,0.172988,0.08624612540006638,0.158624438287
AU-ASM,25.189,25.475,24.851,230,408.229,12.713,94.028,10,2.814,-0.237686,0.13164672255516052,0.15930729444205077
AU-ASM,27.939,29.585,25.995,260.563,416,20.356,94.1,0,2.533,-0.106793,0.12808741629123688,0.1601330595074176
AU-ASM,29.87,30.908,28.643,294.938,410.333,28.843000000000004,94.003,0,2.786,0.225162,0.12473868578672408,0.16105883247650554
AU-ASM,29.222,31.064,27.045,327.188,378.875,31.867,93.754,0,2.625,0.27545,0.12161034345626832,0.16204171234248302
AU-ASM,28.816,31.538,25.857,335.6040000000001,370.042,31.167,93.745,0,2.363,0.16674,0.11868327111005784,0.16303879809874847
AU-ASM,30.39,32.681999999999995,27.898000000000003,290.75,395.083,33.942,93.843,0,2.381,0.26475,0.11593055725097656,0.1640071887386271
AU-ASM,32.038000000000004,34.402,29.468000000000004,276.021,402.833,38.583,93.886,0,2.441,0.185848,0.11332467943429948,0.16490398325544406
AU-ASM,32,34.4,29.391,297.063,399.1880000000001,38.389,93.85,0,2.265,0.244905,0.11089903861284256,0.16568628064252444
AU-ASM,31.856,34.058,29.463,277.583,405.854,36.113,93.943,0,2.269,0.164936,0.10865157842636108,0.1663111798932375
AU-ASM,30.994,32.98,28.836,242.896,415.229,29.641,94.007,0,2.661,0.278009,0.10658890008926392,0.16673578000080186
AU-ASM,31.229,33.027,29.276,275.438,404.229,32.618,94.144,0,2.922,0.139735,0.10467254370450974,0.16691717995860145
AU-ASM,30.549,32.407,28.529,323.7920000000001,379.833,34.801,94.109,0,2.707,0.116608,0.10290844738483428,0.1668697384733843
AU-ASM,30.539,33.259,27.582,323.9790000000001,375.208,36.476,94.072,0,2.541,0.149815,0.10125389695167544,0.1666533737347846
AU-ASM,31.054,33.646,28.235,322.333,377.25,37.58,94.121,0,3.2710000000000004,0.16244,0.09971173107624054,0.16629352396045707
AU-ASM,29.777,31.293000000000006,28.13,313.6040000000001,378.479,32.86,94.268,0,2.872,0.0961677,0.09833510220050812,0.1658156273680126
AU-ASM,29.259,31.483,26.841,310.688,367.896,34.106,94.453,0,2.69,0.115467,0.09705889225006104,0.16524512217518694
AU-ASM,29.929,32.84,26.763,320.7920000000001,361.75,37.371,94.574,0,2.839,0.128545,0.09585152566432951,0.16460744659959978
AU-ASM,29.534,31.472,27.427,319.5420000000001,359.292,35.4,94.669,0,3.662,0.0158346,0.09476513415575027,0.16392803885890575
AU-ASM,26.988000000000003,28.702,25.124,315.9170000000001,351.583,28.365,94.629,0,3.055,0.07752139999999999,0.09380730986595154,0.16323233717075966
AU-ASM,26.346,28.968000000000004,23.496,320.4170000000001,340.292,30.239,94.657,0,3.054,0.190038,0.09292223304510117,0.16254577975276022
AU-ASM,27.087,30.248,23.651,321.9170000000001,341.021,32.736999999999995,94.55,0,2.576,0.16175899999999999,0.09208925813436508,0.16189380482267793
AU-ASM,29.83,33.116,26.258000000000006,312.375,359.7290000000001,39.452,94.279,0,2.316,0.282481,0.09126630425453186,0.1613018505981098
AU-ASM,31.27,34.361999999999995,27.91,282.75,392.1880000000001,39.947,94.296,0,2.312,0.362703,0.09047748893499374,0.16079535529671057
AU-ASM,30.184,31.14,29.145,238.625,402.75,30.859,94.518,6.4,2.537,0.15943800000000002,0.1196468099951744,0.1601768627942538
AU-ASM,28.004,30.576,25.208,250.281,401.354,23.612,94.539,1.6,2.766,-0.0338834,0.12499535828828812,0.15926913274572813
AU-ASM,28.838,31.79,25.628,201.563,404.25,25.964,94.394,0.2,2.766,0.12766,0.12354715168476103,0.15812792703750791
AU-ASM,29.599,32.356,26.603,225.167,392.333,29.467,94.003,0,2.517,0.216406,0.12124605476856232,0.15680900755626348
AU-ASM,29.786,31.955,27.429,222.875,394.583,29.53,93.736,0,2.273,0.139925,0.11908800899982452,0.15536813618838627
AU-ASM,24.266,25.068,23.393,164.208,389.708,14.781,94.597,0,4.581,-0.0512202,0.11715321242809296,0.15386107482035344
AU-ASM,24.19,25.798,22.442,231.563,390.354,17.545,94.535,0,3.671,0.177727,0.11532464623451232,0.15234358533864212
AU-ASM,26.71,28.558000000000003,24.7,179.25,405.75,22.565,94.326,0,2.48,0.102871,0.11357074975967409,0.1508714296297295
AU-ASM,22.415,23.811,20.898000000000003,264.66700000000003,379.4380000000001,15.43,94.643,0,3.881,0.2076010000000001,0.1119510605931282,0.14950036957998464
AU-ASM,23.947,25.321,22.453000000000007,282.438,367.708,19.855,94.796,0,3.44,0.0157346,0.11044129729270936,0.14828616707611614
AU-ASM,23.258000000000006,25.017,21.347,295.021,332.542,21.574,94.818,0,3.0610000000000004,0.042677,0.10906308889389038,0.1472845840044825
AU-ASM,23.912,25.762,21.9,267.22900000000004,341.1040000000001,23.738000000000003,94.759,0,3.091,0.148739,0.10780171304941176,0.14655138225156072
AU-ASM,24.224,25.375,22.97300000000001,166.208,373.9380000000001,23.561,94.798,0,2.835,0.145373,0.10665353387594224,0.14591302539207535
AU-ASM,19.968,19.723,20.213,57.563,395,10.646,94.939,12.2,2.419,-0.290119,0.1624348908662796,0.14518152712150012
AU-ASM,22.005,24.006,20.005,215.104,382.625,12.608,94.778,0.6,2.408,-0.24483600000000005,0.16158652305603027,0.14439097450736912
AU-ASM,25.244,27.72,22.768,267.54200000000003,369.4380000000001,22.137,94.659,0,2.684,-0.06806369999999999,0.15797922015190125,0.14357545461741714
AU-ASM,25.293000000000006,27.44,23.147,260.29200000000003,349.396,24.226,94.797,0,2.912,-0.00124415,0.15458619594573977,0.14276905451918173
AU-ASM,24.505,26.828000000000007,22.182,254.76,342.042,23.179,94.82,0,3.152,0.0210449,0.1513984352350235,0.1420058612802641
AU-ASM,23.497,26.21,20.784,285.271,325.688,23.212,94.726,0,3.535,0.0953897,0.14840129017829895,0.14131996196826546
AU-ASM,23.144,25.889,20.399,282.813,323.813,22.954,94.66,0,3.389,0.0954701,0.14557750523090365,0.14074544365074482
AU-ASM,23.157,25.833,20.48,282.8540000000001,326.625,22.513,94.664,0,3.261,0.0640363,0.1429121494293213,0.1403782594329737
AU-ASM,23.382,26.54,20.223,277.188,333.583,22.515,94.655,0,2.527,0.0277133,0.14038556814193726,0.14026020750718818
AU-ASM,24.678,27.625,21.73,273.97900000000004,337.8130000000001,25.97,94.497,0,2.211,0.096154,0.13798099756240845,0.1403441425716623
AU-ASM,25.881,29.379,22.383000000000006,242.563,348.333,28.278,94.24,0,2.022,0.0886867,0.13567352294921875,0.1405829193246699
AU-ASM,25.064,27.383000000000006,22.745,270.688,346.771,23.887,94.404,0,2.185,0.137319,0.13351868093013766,0.14092939246448502
AU-ASM,25.381,27.85,22.913,264.188,348.3130000000001,25.146,94.438,0,2.053,0.172828,0.13146503269672394,0.14133641668941654
AU-ASM,25.771,28.285,23.256,263.063,348.083,27.12,94.512,0,2.346,0.166182,0.1295039802789688,0.1417568466976677
AU-ASM,25.71,28.791,22.628,261.771,346.896,27.447,94.679,0,2.3,0.0990126,0.12762568891048431,0.14214353718754422
AU-ASM,25.517,28.324,22.711,260.271,345.583,27.38,94.548,0,1.97,0.195177,0.12583838403224945,0.14244934285732014
AU-ASM,26.48,29.564,23.397,259.646,352.292,29.186,93.764,0,2.345,0.172049,0.12410477548837665,0.14262711840526943
AU-ASM,27.419,29.648000000000003,25.19,196.958,380.354,27.956,94.088,0,2.092,0.09374860000000004,0.12243831902742384,0.14262971852966602
AU-ASM,23.926,25.865,21.988000000000003,215.583,357.021,20.585,94.714,0,2.508,0.175149,0.12088441848754886,0.1424099979287551
AU-ASM,22.639,24.693,20.585,253.333,334.396,20.116,94.951,0,2.557,0.195922,0.11938946694135665,0.14206343495012574
AU-ASM,21.669,24.306,19.031,257.60400000000004,320.3540000000001,20.128,95.157,0,3.004,0.0247079,0.1179407611489296,0.14171585518652774
AU-ASM,20.23,23.203000000000007,17.256,263.271,304.7290000000001,19.109,95.194,0,2.807,0.07032460000000001,0.11653224378824235,0.1413656342040386
AU-ASM,19.619,23.309,15.929,228.563,307.396,19.754,94.966,0,2.2,0.122304,0.11515630781650545,0.14101114756873548
AU-ASM,22.311,25.699,18.923,251.063,325.188,22.945,94.868,0,2.44,0.141166,0.11379870772361755,0.14065077084666566
AU-ASM,22.719,26.375,19.063,252.833,320.458,24.451,94.899,0,2.232,0.0848001,0.11245787143707275,0.1402828796039663
AU-ASM,22.609,26.524,18.69400000000001,252.083,315.908,24.946,94.923,0,2.62,0.0101811,0.11113297939300536,0.139905849406685
AU-ASM,22.386,26.438,18.333,254.417,313.146,24.813,94.86,0,2.8960000000000004,0.0450109,0.10982867330312727,0.1395180558208992
AU-ASM,22.916,27.068,19.096,247.208,324.521,24.206,94.823,0,3.093,-0.0232816,0.10854492336511612,0.13911787441268628
AU-ASM,23.949,27.388,20.51,241.521,338.875,23.673,94.874,0,2.734,0.113132,0.1072852611541748,0.1387036807481236
AU-ASM,24.067,27.688,20.736,240.833,337.833,23.75,94.908,0,2.6630000000000003,0.0807734,0.10605043917894363,0.13827385039325218
AU-ASM,23.852,27.368,20.617,231.063,345.542,23.527,94.723,0,2.292,0.0582685,0.10484814643859865,0.13782675891422064
AU-ASM,24.376,27.436,21.562,223.75,347.208,24.393,94.615,0,2.082,0.0879342,0.10367441922426224,0.13731724961859
AU-ASM,23.039,26.807,19.572,224.438,333.208,22.999,94.664,0,2.535,0.0809015,0.10253677517175674,0.1367127855509448
AU-ASM,22.039,25.547,18.812,238.667,328.6880000000001,20.463,94.822,0,2.967,0.0397863,0.10143857449293137,0.1360306718828454
AU-ASM,22.402,25.794,19.28,222.854,340.417,19.137,94.838,0,2.39,-0.00419104,0.10036885738372804,0.1352882137858519
AU-ASM,23.326,25.602,21.233,154.109,369.8130000000001,17.517,94.811,0,2.216,0.0975911,0.09933097660541534,0.13450271643145814
AU-ASM,25.048,26.557,23.66,192.375,380.896,21.081,94.616,0,2.221,0.334152,0.09831752628087996,0.1336914849913559
AU-ASM,16.743,15.646,17.753,26.604,386.667,3.324,94.98,21,2.834,-0.00419757,0.1951332986354828,0.13287182463704175
AU-ASM,15.242,15.947,14.593,79.563,367.458,4.0360000000000005,95.072,2,2.817,-0.223047,0.1995956003665924,0.13206104054007595
AU-ASM,13.762,14.948,12.671,195.021,312.063,6.5070000000000014,94.899,0,2.38,0.141697,0.19459551572799683,0.13127643787201876
AU-ASM,12.008,12.64,11.428,43.292,353.646,3.813,94.753,3.4,1.426,0.24974,0.20563603937625885,0.13053532180443034
AU-ASM,14.448,15.703,13.294,203.875,349.458,4.772,94.79,0.4,1.541,0.510099,0.2023072391748429,0.12985499750881754
AU-ASM,14.592,15.704,13.568,83.854,365,4.565,94.871,2,2.039,0.329937,0.206562414765358,0.12925277015685468
AU-ASM,16.397000000000002,17.96,15.074000000000002,181.667,357.4380000000001,5.997000000000001,94.889,0.2,1.749,0.548632,0.20226849615573889,0.128608976934662
AU-ASM,18.294,20.255,16.635,203.646,333.3540000000001,10.718,94.771,0,1.86,0.6242449999999999,0.19717305898666385,0.12782550925202715
AU-ASM,20.697,22.734,18.973,177.521,368,13.957,94.556,0,1.976,1.4939352,0.1922333240509033,0.12695200361592268
AU-ASM,21.523000000000003,23.195,20.108,116.667,398.104,9.857,93.843,5,2.769,0.446084,0.21078357100486755,0.12603809653324494
AU-ASM,18.283,20,16.83,216.208,325.646,9.406,94.597,0,2.452,0.6385529999999999,0.20544873178005216,0.12513342451112164
AU-ASM,14.9,16.9,13.207,207.229,290.938,7.483,95.025,0,3.187,0.642471,0.20036903023719788,0.12428762405645044
AU-ASM,12.893,15.178,10.96,225.854,277.208,7.32,95.285,0,3.2310000000000003,0.402552,0.1955031156539917,0.1235503316762039
AU-ASM,13.47,15.76,11.531,225.292,276.625,8.634,95.311,0,3.152,0.387615,0.1908176988363266,0.12297118387735452
AU-ASM,12.71,15.511,10.339,219.354,270.60400000000004,9.214,95.213,0,3.042,0.457997,0.18631719052791595,0.12249263978772736
AU-ASM,14.653,17.644000000000005,12.122,220.5,283.9170000000001,10.727,95.058,0,2.599,0.640129,0.18198098242282867,0.12202472857372502
AU-ASM,17.034000000000002,20.261,14.303,212.792,306.063,12.841,94.874,0,2.068,0.708964,0.17780046164989471,0.12156844180032182
AU-ASM,18.577,21.918000000000006,15.75,209.25,316.771,14.378,94.784,0,1.744,0.662853,0.17378033697605133,0.12112477103237504
AU-ASM,19.933,23.446,16.96,204.771,330.167,15.55,94.714,0,1.887,0.623865,0.1699175089597702,0.12069470783478126
AU-ASM,21.09800000000001,24.04,18.609,204.271,339.271,15.304,94.65,0,1.898,0.629073,0.1662217229604721,0.12027924377243704
AU-ASM,21.255,24.027,18.91,164.708,345.917,13.814,94.688,0,2.486,0.4806470000000001,0.16266340017318726,0.11987937041023893
AU-ASM,16.088,17.918,14.54,201.583,322.708,9.638,95.038,0,3.858,0.560385,0.1592528522014618,0.1194960793130524
AU-ASM,14.528,15.74,13.503,168.828,309.3540000000001,8.415,95.117,0,3.354,0.33975500000000003,0.15593698620796204,0.11913036204583775
AU-ASM,14.447,16.480999999999998,12.725,172.743,312.833,9.78,94.954,0,2.391,0.479132,0.15271860361099246,0.118783210173459
AU-ASM,18.198,19.464,17.127,134.125,348.2290000000001,13.928,94.673,0,1.745,0.486363,0.14959537982940674,0.11845561526081276
AU-ASM,20.029,21.675,18.635,149.438,362.5630000000001,16.067999999999998,94.894,0,2.232,0.402173,0.1465596854686737,0.11814856887279553
AU-ASM,17.407,17.840999999999994,17.039,42.208,367.8130000000001,11.089,95.213,0,2.602,0.128393,0.14363551139831546,0.11790663648192332
AU-ASM,17.281,19.053,15.781,180.208,337.8540000000001,8.746,95.172,0,2.884,0.392627,0.1408105045557022,0.11776512811168675
AU-ASM,19.305,22.086,16.952,200.667,326.458,12.562,94.867,0,2.333,0.396038,0.13807539641857147,0.1177111521533373
AU-ASM,18.971,21.967,16.436,202.292,319.771,12.455,94.733,0,2.27,0.392437,0.13544397056102753,0.11773181699815104
AU-ASM,19.124,22.58,16.2,203.229,316.458,14.114,94.68,0,2.129,0.399488,0.13291260600090027,0.11781423103740402
AU-ASM,16.429000000000002,17.972,15.123,204.75,298.0420000000001,11.65,94.726,0,2.619,0.347889,0.130491241812706,0.11794550266237223
AU-ASM,14.845,16.99,13.03,204.375,299.5,9.469,94.657,0,1.925,0.29793800000000004,0.12816737592220304,0.11811274026434691
AU-ASM,12.711,15.014,10.763,203.991,282.769,7.862999999999999,94.823,0,2.36,0.27125900000000003,0.1259285807609558,0.11830305223457538
AU-ASM,11.397,13.402,9.701,130.292,299.25,7.364,94.911,0,2.213,0.168629,0.1237710639834404,0.11850354696434628
AU-ASM,13.289,15.223,11.652,184.958,302.458,9.166,94.722,0,1.988,0.280077,0.12174307554960252,0.11870133284493566
AU-ASM,14.742,16.9,12.916,194.917,316.458,10.989,94.576,0,1.695,0.184701,0.11983941495418549,0.1188835182676196
AU-ASM,15.786,17.825,14.062,188.979,316.063,12.140999999999998,94.714,0,2.544,0.191567,0.11805104464292523,0.1190372116236742
AU-ASM,13.359000000000002,13.067,13.607,64.875,347.667,9.134,94.916,0,2.324,0.236138,0.11630122363567352,0.11914952130438276
AU-ASM,12.25,13.406,11.272,70.313,319.7290000000001,8.424,95.005,0,1.579,0.16651400000000002,0.11466538906097412,0.11920755570100172
AU-ASM,11.062,14.188,8.417,209.708,268.91700000000003,8.447000000000001,95.087,0,2.084,0.182377,0.11315347254276276,0.11919842320481848
AU-ASM,11.88,14.906,9.32,210.417,268.583,10.103,95.12,0,2.013,0.237829,0.11176467686891556,0.11910923220710903
AU-ASM,11.845,15.098,9.093,212.083,271.72900000000004,10.411,95.164,0,2.344,0.216936,0.11048954725265504,0.11894949244150636
AU-ASM,13.890999999999998,16.39,11.777,201.313,306.875,12.414,95.125,0,2.228,0.271461,0.10934924334287643,0.11874280057324237
AU-ASM,15.98,17.644000000000005,14.572,130,348.4380000000001,14.622,95.034,0,1.821,0.281009,0.10834082961082456,0.1184973953910552
AU-ASM,15.819,18.326,13.697,114.188,355.6040000000001,12.685,94.745,0.8,2.081,0.200382,0.1111828237771988,0.11822151568363268
AU-ASM,15.809,17.345,14.509,112.667,361.083,9.077,94.729,0.4,1.727,0.19285,0.11210823804140092,0.11792340023967804
AU-ASM,14.83,16.033,13.812,152.75,336.8130000000001,9.475,95.047,0.2,2.8360000000000003,0.0118912,0.112120620906353,0.11761128784789449
AU-ASM,14.525,14.992,14.130999999999998,72.833,354.4380000000001,9.854,95.484,0,3.176,0.137323,0.1112607568502426,0.1172934172969851
AU-ASM,13.612,14.751,12.648,211.333,285.4170000000001,9.428,95.659,0,3.714,-0.10436,0.11051729321479796,0.11697802737562724
AU-ASM,11.511,14.34,9.117,214.292,265.563,8.499,95.505,0,3.282,-0.158032,0.10987380892038344,0.1166733568725771
AU-ASM,12.763,15.47,10.473,213.521,272,8.957,95.323,0,2.843,0.0604299,0.10935789346694946,0.11638764457651132
AU-ASM,12.507,15.497,9.757,213.729,269.708,9.913,95.059,0,1.941,0.216722,0.10893025249242784,0.11612912927613324
AU-ASM,13.127,17.473,9.129,213.333,272.75,12.281,94.744,0,1.905,0.08901310000000001,0.10863230377435684,0.1159060497601459
AU-ASM,14.296,18.447,10.476,214.021,277.625,13.719,94.873,0,2.4,0.127357,0.10842692106962204,0.115686381469359
AU-ASM,13.672,17.489,10.16,213.292,275.25,12.398,95.076,0,2.191,0.124557,0.10826742649078368,0.11544002084204844
AU-ASM,14.215,17.489,11.202,205.917,285.313,12.612,95.3,0,2.854,-0.06440159999999999,0.10816753655672072,0.1151780881631903
AU-ASM,14.2,16.203,12.358,101.432,349.8540000000001,11.505,95.43,0,3.908,-0.027975,0.10808748751878736,0.11491170371769951
AU-ASM,11.06,10.519,11.557,66.813,353.6040000000001,5.084,95.357,0.2,3.49,0.125128,0.10876202583312988,0.11465198779051056
AU-ASM,16.979,19.145,14.986,190.979,337.542,9.538,95.127,0,2.639,0.132208,0.1088125929236412,0.1144100606665578
AU-ASM,17.583,20.433,14.96,206.229,314.6040000000001,10.903,95.121,0,2.539,0.161028,0.10891954600811005,0.11419704263077572
AU-ASM,19.252,22.601,16.171,207.292,320.958,14.042,94.848,0,2.277,0.217836,0.10907666385173798,0.11402405396808636
AU-ASM,21.306,24.233,18.613,205.375,338.771,16.133,94.497,0,1.947,0.194284,0.10926172882318495,0.11383248924831375
AU-ASM,23.226,26.053,20.626,186.76,360.625,18.362,94.693,0,1.631,0.16766099999999998,0.10945860296487808,0.11356770397255962
AU-ASM,19.779,21.268,18.409,201.271,336.042,11.335,94.976,0,2.667,0.149047,0.10966424643993378,0.1132467598227436
AU-ASM,17.986,20.503,15.671,210.313,313.375,12.817,94.869,0,2.081,0.265137,0.10987113416194916,0.1128867184807852
AU-ASM,18.923,22.42,15.706,213.958,315.0420000000001,15.441,94.087,0,2.428,0.226153,0.11010388284921646,0.1125046416285718
AU-ASM,20.369,23.455,17.531,182.458,334.2290000000001,17.21,94.012,0,2.317,0.2960178,0.1103428080677986,0.11211759094808756
AU-ASM,15.534,17.456,13.765999999999998,188.833,301.063,12.248,94.73,0,2.693,0.198136,0.11049340665340424,0.11174262812122109
AU-ASM,12.989,14.76,11.36,221.167,277.875,9.688,94.996,0,3.305,0.123961,0.11055385321378708,0.1113968148298918
AU-ASM,10.508,13.253,7.983,196.458,277.85400000000004,7.945,95.012,0,2.224,0.17393,0.11054929345846176,0.1110972127560193
AU-ASM,11.831,14.864,9.04,220.375,279.708,9.126,95.299,0,2.457,0.0729698,0.11060693114995956,0.11086088358152316
AU-ASM,11.47,14.06,9.087,231.979,261.896,9.621,95.632,0,2.922,0.0107825,0.1106228232383728,0.11070488898831377
AU-ASM,11.084,13.949000000000002,8.448,235.479,257.438,9.597,95.57,0,3.1210000000000004,-0.00190898,0.11062226444482803,0.11064629065833775
